συνεργός,adiutor
ἕλκω,iam,navigii,ad,valebant,traha,traho,invenietis
διχάω,separo,veni,nurum,adversus
ἐπιέννυμι,alius,vidissem,videns,caedo,cado
ἀπόκειμαι,reliquus,quemadmodum,repono,statuo
συνζήσομεν,vivemus,simul,etiam
̓εξορκίζω,aio,Iesus,vivum,taceo,adiuro
καθαρίζω,mundo,emundo
προσωπολημψία,recipio,acceptio,iniquus,idus,persona
ψεῦδος,mendax,ignoro,eo,mendacium,quasi
μέλι,mel
δακρύω,memor,ex,impleo,lacrimo,gaudium,lacrima
̓εξ,Herodis,ex,ibi,vocavi,usque,at,obeo,quare
κυριεύω,ultra,vestrae,iam,vestri,dominor,revixit
ἐπιτίθημι,inpono,supo
δοκιμασία,probaverunt,ubius,vestri,temptaverunt,viderunt
βουλή,dissolvetur,spreverunt,ita,sino,consilium
ἔχης,nihil,venire,habeo,ad,horus
δέρος,devorat,extollo,queo,caedo
ἐπίγειος,terrestria,terrenus
̓ηρώτα,ingredior,Pharisaeis,de2,rogo
ἄκρος,suus,superus,ventis
διηγέομαι,humilito,vidisset,porca,narraverunt,enarro,qualis,narravit
ἑορτάζω,epulor,veteri
νήφω,vigilate,sobrius,prudens,ita,simus
̔ικανοῦ,tutus,multus,navigatio,non,consolor,perago
γνώμη,verba,ut,permaneo,placitum,trado,consilium,beo
̓αλεξανδρινῷ,alexandrinus,navigavimus,insigne,nave,Castorum,hiemaverat
κοινωνός,particeps,videte,nonne,caro2,secundum,socius,Israhel
σορός,aio,loculus,hic
ἐξουσιάζω,proficiscor,habeo,potestas,sui,nullus,redigo,virtutibus
̔́ο,quis2,inveniantur,postea,volunt,amputo
διαλείπω,ex,osculor,cessavit,intravit
ἀμφιάζω,pusillus
εἰδωλολάτρης,intellego,servitus,idolum,avarus
συμπόσιος,contubernium,ut,secundum,accumbo,facio
̓αλλά,serviebatis,ignoro,vestros,diuus,sed,qualis,benefacio,hic,veniunt
κατασκάπτω,Domine,tuus,altaria,suffodio
ἐκχωρέω,eo,discedo
τρυγόω,suus,unaquaeque,arbor,vindemiant,uvam
ψευδομάρτυρα,venerunt,fallo,testis
ἐλαία,olivae,hic
κριτήριον,iudico,iudicium
ἀχρί,proficiscor,sequor,praedicaverunt
τάλαντον,superlucror,dominus,ita,accipio,talentum
̓επιμενόντων,cum,moror,aliquot,supervenit
νηφάλιος,pudicus
συγχέω,populus2,concitaverunt,dum,clamo,mens,convenissent,vidissent,confundo,hac,causa
ναζωραῖος,iste,Nazarenus,Nazareus,Nazareni,habitavit,crucifixistis,veniens
ἀπαράβατος,aeternus,hic,sempiternus
μολύνω,cum,ex,sed,quocumque,coinquino,non
επειδή,pleo,suus,cum,auris,intravit
ἀποκαθίστημι,aio,venturus,restituo,at
̓ιδού,ecce
σύμφωνος,revertimini,vacetis,incontinentia,fors,consensus2,vestram,idus
νιπτήρ,pelvem,extergo,lavare,deinde
της,is
μελ,aeternus,quemadmodum,Melchisedech
στολάς,stola,hic
πτύρομαι,terreo,adversariis,nullus,causa
γόμορρα,Gomorra,Sodoma
τέρας,tamen,supo,prodigium,videritis,virtutibus
̔ραμά,suus,ploro,Rama,ululo,Rachel
παντοκράτωρ,vini,furor,calceo,omnipotens
ἐκλείπω,rogavi,obscuro,deficio
πόρνος,fornicarius,fornicator
ἀπαγορεύω,abdico,dedecus,adultero
ἐξαίφνης,dies,medius,copiosus
̔́α,mundavit,neque,purificavit,audivit,aura,communis
̔αλληλουιά,virtus,alleluia,magnus,audivi
ῥίζα,radix
̓́αραγε,ergo,ille
ὀνίνημι,fruor,ito,Domino
μαλακός,vestiuntur,mollia,vestitum
̓ιερεμίαν,ex,vero,at,Hieremiam
λίθος,lapis,lapio,lapido
γυμνάζω,exercito
ἀναλημφθείς,veniet,vidistis,assumo,aspicio,galilaei
ἔκδικος,vindex
ἐδαφίζω,terra,prosterno,cognoveris
τρόφιμος,Trophimum,Mileti,remaneo
γαλατία,ordinavi,Galatiae
ἀνάπτω,iste,accendo2,ascendo,queo,fidus,veni,ad,idus
λίαν,ullus,de2,gavisus,venientibus,valde,vehementer
ὑποπόδιον,Regis,pes,sedes,requietio,scabillum,quoadusque
κείρω,suus,vero,tondeo
φῆστος,maturus,servari,Festus,proficio
̓ασπάζονται,saluto
σαπρός,oportunitatis,siquidem,malus,malus2,ad,vestro,agnosco
κρίνω,iudico,iudicium,cognoverit
ἐξαιρέω,eripio,eruum,nunc
χαναάν,Chanaan
λιθοβολέω,ne,obdormivit,clamavit,consentio,statuo,peccatus,nex,Saulus,Domine,lapidaverunt,huc,magna,lapido,pono,genu,voce
παραχρῆμα,continuus,confestim,videns,ilico
σπεῖρα,cohors,ligaverunt,suscipio,congregaverunt
πιθός,ostensio,virtutis,persuasibilis,verbis
κακοῦργος,unus,latro2
στέμμα,tunica,Barnabas,clamo,audio,Paulus,ubius,conscissis,apostolus,exilierunt
̓εκδίκησόν,veniebat,vindica,quidam,de2
δύω,duo
ναζαρέθ,Nazareth,populus2
̓́αψινθος,amarus,absinthium,Absinthius,facio
οἰκοδομή,vides,aedificatio,omnis
ἐκλύω,enim,suus,deficio
τυφωνικός,euroaquilo,post,typhonicus,contra,sui,ipse
ὀφθαλμοδουλίαις,Dominum,carnalis
θεραπεία,cognovissent,sanitas,affero,cura,uterque,pars
καισάρεια,Caesarea,Caesareae,Caesaream,Philippi
ἀποθέω,praecedo,adpropiavit,horreum,abicio
ἀθανασία,absorior,scriptus,huc,immortalitas
δαιμονιώδης,diabolicus,iste,desursum
χρεοφιλετῶν,debitor,ita,dominium,dominus
ἰσότης,inopia,sicut,servis,aequus,scriptum,supplementum,praesens,dominium,aequalitas
ὑπολείπω,relinquo
ἀφεδρών,vadit,emitto,secessus,purgo,ventrem
ψωμίον,fax,cum,buccella,introivit,exivit
ἀπελαύνω,minavit
ἐθίζω,pro,consuetudo,ut,Spiritu
θεοσέβεια,muliero,pietas
ἐκτενής,continuus,vosmet,atteneo,servabatur,mutuus,intermissio,simplex,sinis,vestras,castifico
προσέχω,intendo,virtus,hic,attendo,Magna,ausculto
ἀποθνῄσκω,morior,vestro
βδέλυγμα,neque,abominatio,aliquis,novit,coinquino
κυριότης,principor,dominatio
̓αφιλάργυρος,avaritia,mos,praesens,desero2,sinis,ipse
δέρβη,Lystram,Derben
κρίθινος,hic,colligo,hordiaciis
μεγαλόθυμος,magnifico,aio,Dominum
γέμω,plenum,plenus
στήκω,vocantes,sto,veniunt
ὀκνηρός,serve,necessaria,servientes,piger,ferventes,eadem
σουδάριον,sudarium
κατελθοντες,salvi,secundum,descendens,circumcido,de2,nisus
βάϊον,ramus,procedo
αναθεμα,Iesu,Spiritu,anathema
̔υποστρέψω,revertar,inaquosa,inveniens,exivi
θύρα,ostium,ianua
ἀναθάλλω,refloresco,sicut,tandem,vehementer,occupo
ἔνδυμα,vestrae,vestimentum,nuptialis,videret,vestitum,veste,esco,nonne,sitis,vestro
ἐντυπόω,ministratio,vultus,deformo,evacuatur
λυτρωτός,appareo,negaverunt,Mosen,redemptor
ᾅδης,inferni,inferus,de2
νέος,iunior,ut,ministrator,iuvenes,praecessor
κλίνω,declino,vultum,viventem,timeo
κερέαν,apex,de2
̓αγαπητέ,peregrinus,fax,quisquis,carus
ἀνθίστημι,Spiritui,resto,resisto
συντηρέω,custodio,metuo,suus,conservabat,facio
δεσμεύω,vinculorum,atque,vinculis,alligo,iste,volueram
̓ελήλυθεν,venit,hora
̓εγερθήσεται,surgo,contra,adversus
ἐπιλείχω,ulcus,veniebant,lingo,de2,mica
ἐξαλείφω,Patre,vestimentis,vestietur,deleo
μαγδαληνῇ,appareo,Magdalenae,Mariae,de2
μωυσῆς,Mose,Mosen,Moses,Mosi
μομφή,subporto,adversus,querela
παρεδρεύω,participo,sacrarius,altaria,cum,deserviunt
μέμφομαι,vituperans,enim,veniunt,dico2
μεγιστᾶνες,princeps
φωστήρ,perversae,inter,natio,pravae,reprehensio,luminarium,sitis
λευκάς,albis,venerunt,alba
̔επτά,interrogavit,panis,septem
̓͂αρον,vestrum,tollo,grabattum,queo,ergo,crucifigam
σιλωάμ,praeter,sicut,Siloam,supra,Siloae,lava
τόπος,loco,ubius,locus
ναζαρά,Nazareth,consuetudo,intravit,nutrio,ubius
κουστωδία,custos,venerunt,abeo,de2
̓ηκούσθη,Hierosolymis,supo,iste,pervenit,Barnaban
ὀρφανός,pupillus,visitare,Patrem,veniam,orfanos,saeculum
ἀντίος,pro,semper,invicem,vixerimus,dico,ut,sed,videte,sector
εὐλογημένη,patrae,benedictus
σκάνδαλον,scandalum,ut,colligo2,veniant
βαλάκ,fornicarius,Balac,filia,adversus
ἀντίχριστος,antichristus,antichristi,filiolus,eo,solvit
ἀριθμός,numerus,virorum
ὑψωθήσῃ,numquid,demergo,fors,virtutes,exalto,facio
̔́ιλεώς,Domine,ab,absum
οἴομαι,sincerus,existimantes,quidam,pressura,sui
μήτρα,masculinus,vulvam,vocabitur
σκοτόω,aperio,tenebrae
νῦν,nunc,huc,Noe
παρα,participibus,exultationis,prae,propterea
φιλιππήσιος,acceptum,communicavit,nullus,ratio,Philippenses,solium,vos
ἐφορέσαμεν,igitur,porto,portavimus
σαρδόνυξ,decies,amethistus,octavus,hyacinthus,chrysoprassus,nonus,duodecimus,sardonix,topazius,berillus,chrysolitus
στράτεύῃ,Timothee,milito,filum
̓́εγνωκα,nosco,sui,veritas
ἀφίδω,circa,igitur,ut,mox,videro
δεῖνα,debeo,apud,semper,quoniam,quidam,existimaveram,oportet,adversus
συναποστέλλω,rogavi,hisdem,ambulavimus,circumvenit,nonne,vestigiis,mitto
ταυράω,taurus
ὀψάριον,piscis
ὄρθρος,porto,paraverant,venerunt,valde,diluculum
φίλος,amicus,quicumque
λογία,recondo,beneplaceo,fio,venero,collecta
παραφρονέω,sapio,minister,supra,Christi,modus,paruus,dico2
σηρικός,byssum,aurius,marmor,aeramentum,coccum,ferrum,ebora,sericum,thyinus
πέριξ,aeger,civitatum,concurro,vicinarum,vexatos
ἐξανίστημι,resuscito,suus,eo,suscito
διακόσιοι,ducenti
λιθάζω,fax,lapido
ξηραίνω,aridus,aruo,arefacio,quia
ὀψωνέω,stipendium
ἀπορρέω,sto,iste,dum,secus,mens,consterno
κυριος,Iesum,erus,Dominus,excitavit,Dominum
ἐπιστηρίζω,confirmo,Ciliciam,ecclesia,cum,confirmaverunt
προσανατίθεμαι,carni,intersum,evangelizarem,revelaret,adquievi,videbantur,confero,persona
μαθητής,discipula,is,suus,discipulus
ναούμ,Amos,Naum,Naggae,Esli
ἐντρέπω,multus,revereor,verebatur,confundo,intra,per
κρημνός,impetus,totus,suffoco,abeo,praeceps
κρείσσων,post,retrorsum,converti,bonus,tametsi,viciniora,melioro,traditus
ἐπεκτείνω,arbitror,ego,vero,ad,comprehendo,obliviscens,frater,prior,extendo
συναναβαίνω,simul,cum,ascenderant,usque
ἐπισπάω,adduco,edo,aliquis,vocatus
ἐπιτιμία,fio,obiurgatio,sufficio,ille
ἄγκιστρον,invenies,staterem,sumo,hamus,aperto,ascenderit
τρίβος,semita
ἀνάμνησις,frango,acceptum,huc,ago,commemoratio,gratiae
ὀρθοποδέω,vivis,iudaicus,iudaizare,ambulo,vidissem,rectum,gentilis
ἀνά,singulus,ad,inter,per,autem
ἐπαισχύνομαι,maiestas,Patris,venerit,erubesco,confundo,verba,sui,peccatrix,nam
κρίσις,iudicium
λογισμός,intellego,redigo,captivitatem,sui,extollo,obsequium,adversus
πέρθω,quare,nonne,venundatum
θνητός,mortalis,vestro
περιλάμπω,sto,circumfulgeo,ecce,Dei,claritas,iuxta
πήρα,tunica,virgam,neque,pera
σής,defungor,neque,similis,semen,eo,ergo,filius,accipio
βλέμμα,apud,habito,aspicio,iniquus
̓ανδρέας,separatim,Andreas,Petri
ὑπερπλεονάζω,superabundavit,dilectio,fidus
πρόδηλος,aliter,manifesta,factum,sacerdos,manifestus
δέχομαι,recipio,suscipio,intraveritis,appono,manduco,nam
ἀπόδημος,servis,quisque,operio,proficiscor,peregre,vigilet,ianitor
ιακωβος,noster,Iacobus,salus
εὐχή,votum,supo,sui
ἤπιος,mansuetum,servum,patior,docibilis
ἑξήκοντα,centesimus,unus,sexa_ginta,vero,sexagesimus,alius,tricesimum
ἄρσην,vidit,masculus,postquam,proiectus2
̓απολυθέντες,dimitto,venerunt,adnuntiaverunt
ἁπλόω,vestrum,affluenter,postulo,simplex
̓αλεξανδρινόν,transpono,ibi,alexandrinus,eo,inveniens,navigantem
πρόκριμα,praeiudicium,declino,electa,testo,alius,pars
ἑωρακεν,vidit,Philippe,Patrem,cognovistis
ἀνορθόω,erigo
ἄμετρος,vestrae,fides,immensus
ἀπιστία,videmus,incredulitas,virtutes,propter,evacuabit,absum
κάρφος,oculo,festuca,vides,trabs
τιτίας,Deum,intravit,coniungo,migro,Titi,Iusti
ὑπεροχή,testimonium,venissem,Christi,veni,sublimitas
στράπτω,conversa,vestros,conversi,efficio,retrorsum,amen,conversus,eo
̓εκεῖ,videritis,expello
ἐλπίζω,deinde,videre,speravimus,spero
ἐλεημοσύνη,elemosynae,elemosynas,elemosynam
παραμυθία,prophetat,nam
σφάζω,terra,propter,occido,interficio
̓ανάβατε,huc,viderunt
καταργέω,destruo,mano,ut,subicio,cum,evacuaverit,evacuabuntur,sub,evacuatur,excido2,autem
ὑγιαίνω,sano,sanus,secundum,fidelis,sermo,amplector,languesco
φορεύς,porto
̓εγένετο,factus2,ut,edo,cum,autem
δηλόω,declaro,significo,etiam,manifestavit,dilectio,vestram,uniuscuiusque
εὐλογημένος,dico,videbitis,benedictus,veniat
χλευάζω,vero,quidam,cum,irrideo
ἐσώτερος,interiora,tueor,stringo,atque,interior,velaminis,incedo
ὄρνις,volui
πληγή,post,plaga3,admiror,vixit,universa,bestia
κείς,postulaverunt,rex,Saul,exinde,Cis
θρωπε,mansuetudo,vero,homo,sector
̓́ασπασαι,saluto
προγράφω,factus2,scribo,supra,brevi
μαγίαις,suus,magice,demento
̓ιορδάνην,venit,Iordane,ut,Iordanen
σπίλος,macula
πληρόω,plenum,ut,implevit,impleo,adimpleo,idus,repleo
θερισμός,messis,mitto
νουνεχής,videns,iam,sapienter
γαλάτης,proscriptus,insensatus,ante,queo,fascinavit,Galatae
βολίζω,separo,patior,invenerunt,indo,summitto
ἐκμάσσω,extersit,suus
ἀληθινός,verum,vero,simus,vera,verus
ἄνοια,insipientia
βουλευτής,nobilis,audacter,decurio
χρυσοδακτύλιος,conventu,sordido,aureus,habitus,habeo,anulus,vestro,etenim
μορφόω,formo,parturio,donec
ἀποκυλίνδω,revolutum,revolvit,invicem,revolvet,ab,queo
ἄχρι,ad,donec,usque
μολόχ,trans,figuro,Rempham,suscipio,eo,deeo,Moloch,Babylonem,vestri
θήκη,vaginam,Petro,dedo
παραπίπτω,prolabor,ostentus,ad,crucifigentes,renovari,rursus,habeo
εἰλικρινέω,offensum,sincero,potis
̓͂ω,o
ἱός,Cyprius,Filius,Levites
διενθυμέομαι,visione,cogito,Petro,tres
φανερόω,appareo,vidimus,testor,manifestavit,manifesto2,vestra,manifesto,manifestus
πόα,vigilaveris,serva,veniam,nescio,mens,qualis
̔ενί,donatio,noster,uniquique
διαρπάζω,alligo,ingredior
τρυμαλιά,acus,foramen,divitem
ἐκλεκτός,electus,eligo
παγίς,laqueus,hic
ἴαμα,numquid,virtutes,curatio,sanitas,idem
καταθεματίζω,continuus,novisset,iuror,detesto
̓ισκαριώτην,cognomino,unus,intravit,Scarioth
οὐρά,is,cauda,aculeus,nam
ἐθνικός,salutaveritis,vestros,ethnicus,proficiscor,nonne,gens
πλήξ,plaga3,illa,commendaverunt,novissimis
ἄνωθεν,ullus,maius,edo,videre,adversum,ab,desuper,desursum,denuo
̓εξομολογοῦμαί,revelasti,placeo,confiteor,parvulis
σάρρᾳ,veniam,Sarrae,huc
σχάω,videntes,venero,intra,oportet,habeo
̓́ακουε,audio,noster,Deus,omnis,mandatus
τυπικός,figuro,devenerunt,noster,omnis
ἔνθεν,hinc
̓αλέξανδρος,Alexander
ποίας,furtum,homicidium,facies
ὄμμα,manes,videret,vicum,educo,oculus,viderunt
δειλός,timidus,incredulus,exsecror,idolatra,veneficis
̔́αγιοι,sancio,edo,sum
ἀνεκτός,remitto,civitati,Sidoni
σιδών,Sidonem
̓εχάρην,Patre,gavisus,filia,inveni
χαρράν,Charram
ἐξάλειψις,lugeo,ultra,dolo,abstergeo,Deus
μάχομαι,adipisci,litigo,postulatum,zelo,belligeror
βαρθολομαῖος,Bartholomeus,Mattheus
τεύχω,cubitum,murus,civitatis
χρυσός,maius,aurum
καθίημι,sedeo,ubius,summitto
πολιτικός,convenerat,saepes,frequenter
περίοικος,vicini,illa,magnificavit
ἐκλάμπω,fulgeo,Patris
κριτής,iudico,apud,iudex,ipse
